diet,inclusion,water_temp,treatment,id,measurement,result
WK10,10,18,WK_10,IMG_7135,H,40.837
WK10,10,18,WK_10,IMG_7135,S,57.685
WK10,10,18,WK_10,IMG_7135,B,108.46
WK10,10,18,WK_10,IMG_7136,L,42.367
WK10,10,18,WK_10,IMG_7136,a,-2.701
WK10,10,18,WK_10,IMG_7136,b,10.062
WK10,10,18,WK_10,IMG_7136,H,40.849
WK10,10,18,WK_10,IMG_7136,S,53.664
WK10,10,18,WK_10,IMG_7136,B,104.5
WK10,10,18,WK_10,IMG_7137,L,38.148
WK10,10,18,WK_10,IMG_7137,a,-3.483
WK10,10,18,WK_10,IMG_7137,b,9.5
WK10,10,18,WK_10,IMG_7137,H,45.299
WK10,10,18,WK_10,IMG_7137,S,59.931
WK10,10,18,WK_10,IMG_7137,B,94.918
WK20,20,25,WK20_25,IMG_7189_1,H,25.178
WK20,20,25,WK20_25,IMG_7189_1,S,70.139
WK20,20,25,WK20_25,IMG_7189_1,B,128.96
WK20,20,25,WK20_25,IMG_7189_1,L,48.922
WK20,20,25,WK20_25,IMG_7189_1,a,2.302
WK20,20,25,WK20_25,IMG_7189_1,b,12.359
WK20,20,25,WK20_25,IMG_7189_2,H,29.57
WK20,20,25,WK20_25,IMG_7189_2,S,63.217
WK20,20,25,WK20_25,IMG_7189_2,B,125.098
WK20,20,25,WK20_25,IMG_7189_2,L,48.836
WK20,20,25,WK20_25,IMG_7189_2,a,0.147
WK20,20,25,WK20_25,IMG_7189_2,b,12.369
WK20,20,25,WK20_25,IMG_7190_1,H,22.433
WK20,20,25,WK20_25,IMG_7190_1,S,71.972
WK20,20,25,WK20_25,IMG_7190_1,B,156.477
WK20,20,25,WK20_25,IMG_7190_1,L,57.7
WK20,20,25,WK20_25,IMG_7190_1,a,4.73
WK20,20,25,WK20_25,IMG_7190_1,b,14.591
WK20,20,25,WK20_25,IMG_7190_2,H,29.209
WK20,20,25,WK20_25,IMG_7190_2,S,58.065
WK20,20,25,WK20_25,IMG_7190_2,B,149.301
WK20,20,25,WK20_25,IMG_7190_2,L,57.856
WK20,20,25,WK20_25,IMG_7190_2,a,0.379
WK20,20,25,WK20_25,IMG_7190_2,b,13.517
WK20,20,25,WK20_25,IMG_7192_1,H,62.715
WK20,20,25,WK20_25,IMG_7192_1,S,50.796
WK20,20,25,WK20_25,IMG_7192_1,B,111.712
WK20,20,25,WK20_25,IMG_7192_1,L,44.866
WK20,20,25,WK20_25,IMG_7192_1,a,-6.959
WK20,20,25,WK20_25,IMG_7192_1,b,8.902
WK20,20,25,WK20_25,IMG_7192_2,H,29.097
WK20,20,25,WK20_25,IMG_7192_2,S,50.297
WK20,20,25,WK20_25,IMG_7192_2,B,141.651
WK20,20,25,WK20_25,IMG_7192_2,L,55.14
WK20,20,25,WK20_25,IMG_7192_2,a,1.257
WK20,20,25,WK20_25,IMG_7192_2,b,10.082
WK20,20,20,WK20_20,IMG_7245_1,H,37.113
WK20,20,20,WK20_20,IMG_7245_1,S,56.142
WK20,20,20,WK20_20,IMG_7245_1,B,128.12
WK20,20,20,WK20_20,IMG_7245_1,L,50.981
WK20,20,20,WK20_20,IMG_7245_1,a,-1.376
WK20,20,20,WK20_20,IMG_7245_1,b,11.693
WK20,20,20,WK20_20,IMG_7245_2,H,30.823
WK20,20,20,WK20_20,IMG_7245_2,S,66.942
WK20,20,20,WK20_20,IMG_7245_2,B,127.822
WK20,20,20,WK20_20,IMG_7245_2,L,49.912
WK20,20,20,WK20_20,IMG_7245_2,a,-0.254
WK20,20,20,WK20_20,IMG_7245_2,b,13.624
WK20,20,20,WK20_20,IMG_7248_1,H,37.648
WK20,20,20,WK20_20,IMG_7248_1,S,64.089
WK20,20,20,WK20_20,IMG_7248_1,B,115.647
WK20,20,20,WK20_20,IMG_7248_1,L,46.353
WK20,20,20,WK20_20,IMG_7248_1,a,-2.438
WK20,20,20,WK20_20,IMG_7248_1,b,13.299
WK20,20,20,WK20_20,IMG_7248_2,H,42.754
WK20,20,20,WK20_20,IMG_7248_2,S,54.32
WK20,20,20,WK20_20,IMG_7248_2,B,111.231
WK20,20,20,WK20_20,IMG_7248_2,L,45.102
WK20,20,20,WK20_20,IMG_7248_2,a,-3.349
WK20,20,20,WK20_20,IMG_7248_2,b,10.788
WK20,20,20,WK20_20,IMG_7249_1,H,34.33
WK20,20,20,WK20_20,IMG_7249_1,S,72.051
WK20,20,20,WK20_20,IMG_7249_1,B,118.515
WK20,20,20,WK20_20,IMG_7249_1,L,46.709
WK20,20,20,WK20_20,IMG_7249_1,a,-1.45
WK20,20,20,WK20_20,IMG_7249_1,b,13.667
WK20,20,20,WK20_20,IMG_7249_2,H,28.382
WK20,20,20,WK20_20,IMG_7249_2,S,56.886
WK20,20,20,WK20_20,IMG_7249_2,B,134.624
WK20,20,20,WK20_20,IMG_7249_2,L,52.435
WK20,20,20,WK20_20,IMG_7249_2,a,0.805
WK20,20,20,WK20_20,IMG_7249_2,b,11.393
WK20,20,18,WK20_18,IMG_7138,H,49.672
WK20,20,18,WK20_18,IMG_7138,S,66.928
WK20,20,18,WK20_18,IMG_7138,B,86.994
WK20,20,18,WK20_18,IMG_7138,a,-4.856
WK20,20,18,WK20_18,IMG_7138,b,10.489
WK20,20,18,WK20_18,IMG_7138,L,35.036
WK20,20,18,WK20_18,IMG_7139,H,28.657
WK20,20,18,WK20_18,IMG_7139,S,69.62
WK20,20,18,WK20_18,IMG_7139,B,112.371
WK20,20,18,WK20_18,IMG_7139,a,0.871
WK20,20,18,WK20_18,IMG_7139,b,11.985
WK20,20,18,WK20_18,IMG_7139,L,43.473
WK20,20,18,WK20_18,IMG_7141,H,30.004
WK20,20,18,WK20_18,IMG_7141,S,70.772
WK20,20,18,WK20_18,IMG_7141,B,106.886
WK20,20,18,WK20_18,IMG_7141,a,0.461
WK20,20,18,WK20_18,IMG_7141,b,11.734
WK20,20,18,WK20_18,IMG_7141,L,41.575
WK20,20,18,WK20_18,IMG_7142,H,43.278
WK20,20,18,WK20_18,IMG_7142,S,43.595
WK20,20,18,WK20_18,IMG_7142,B,109.002
WK20,20,18,WK20_18,IMG_7142,a,-2.855
WK20,20,18,WK20_18,IMG_7142,b,8.656
WK20,20,18,WK20_18,IMG_7142,L,44.486
WK20,20,18,WK20_18,IMG_7143,H,30.4
WK20,20,18,WK20_18,IMG_7143,S,79.893
WK20,20,18,WK20_18,IMG_7143,B,115.678
WK20,20,18,WK20_18,IMG_7143,a,0.007
WK20,20,18,WK20_18,IMG_7143,b,14.965
WK20,20,18,WK20_18,IMG_7143,L,44.717
WK20,20,18,WK20_18,IMG_7144,H,33.617
WK20,20,18,WK20_18,IMG_7144,S,68.531
WK20,20,18,WK20_18,IMG_7144,B,101.69
WK20,20,18,WK20_18,IMG_7144,a,-1.123
WK20,20,18,WK20_18,IMG_7144,b,11.593
WK20,20,18,WK20_18,IMG_7144,L,40.333
WK20,20,18,WK20_18,IMG_7145,H,42.741
WK20,20,18,WK20_18,IMG_7145,S,56.536
WK20,20,18,WK20_18,IMG_7145,B,100.792
WK20,20,18,WK20_18,IMG_7145,a,-2.921
WK20,20,18,WK20_18,IMG_7145,b,9.915
WK20,20,18,WK20_18,IMG_7145,L,40.635
WK20,20,18,WK20_18,IMG_7146,H,46.416
WK20,20,18,WK20_18,IMG_7146,S,63.061
WK20,20,18,WK20_18,IMG_7146,B,90.425
WK20,20,18,WK20_18,IMG_7146,a,-3.952
WK20,20,18,WK20_18,IMG_7146,b,10.256
WK20,20,18,WK20_18,IMG_7146,L,36.475
WK5,5,25,WK5_25,IMG_7225_1,H,25.094
WK5,5,25,WK5_25,IMG_7225_1,S,54.259
WK5,5,25,WK5_25,IMG_7225_1,B,155.332
WK5,5,25,WK5_25,IMG_7225_1,L,59.376
WK5,5,25,WK5_25,IMG_7225_1,a,2.31
WK5,5,25,WK5_25,IMG_7225_1,b,11.44
WK5,5,25,WK5_25,IMG_7225_2,H,32.425
WK5,5,25,WK5_25,IMG_7225_2,S,51.001
WK5,5,25,WK5_25,IMG_7225_2,B,151.054
WK5,5,25,WK5_25,IMG_7225_2,L,58.644
WK5,5,25,WK5_25,IMG_7225_2,a,0.865
WK5,5,25,WK5_25,IMG_7225_2,b,11.259
WK5,5,25,WK5_25,IMG_7228_1,H,26.405
WK5,5,25,WK5_25,IMG_7228_1,S,50.304
WK5,5,25,WK5_25,IMG_7228_1,B,152.45
WK5,5,25,WK5_25,IMG_7228_1,L,58.918
WK5,5,25,WK5_25,IMG_7228_1,a,1.504
WK5,5,25,WK5_25,IMG_7228_1,b,10.664
WK5,5,25,WK5_25,IMG_7228_2,H,39.518
WK5,5,25,WK5_25,IMG_7228_2,S,49.507
WK5,5,25,WK5_25,IMG_7228_2,B,121.666
WK5,5,25,WK5_25,IMG_7228_2,L,48.909
WK5,5,25,WK5_25,IMG_7228_2,a,-1.928
WK5,5,25,WK5_25,IMG_7228_2,b,10.198
WK5,5,25,WK5_25,IMG_7231_1,H,45.776
WK5,5,25,WK5_25,IMG_7231_1,S,49.876
WK5,5,25,WK5_25,IMG_7231_1,B,115.78
WK5,5,25,WK5_25,IMG_7231_1,L,46.889
WK5,5,25,WK5_25,IMG_7231_1,a,-3.661
WK5,5,25,WK5_25,IMG_7231_1,b,10.318
WK5,5,25,WK5_25,IMG_7231_2,H,30.564
WK5,5,25,WK5_25,IMG_7231_2,S,62.211
WK5,5,25,WK5_25,IMG_7231_2,B,133.764
WK5,5,25,WK5_25,IMG_7231_2,L,51.958
WK5,5,25,WK5_25,IMG_7231_2,a,0.355
WK5,5,25,WK5_25,IMG_7231_2,b,13.024
WK5,5,20,WK5_20,IMG_7290_1,H,61.24
WK5,5,20,WK5_20,IMG_7290_1,S,43.187
WK5,5,20,WK5_20,IMG_7290_1,B,116.845
WK5,5,20,WK5_20,IMG_7290_1,L,47.199
WK5,5,20,WK5_20,IMG_7290_1,a,-4.369
WK5,5,20,WK5_20,IMG_7290_1,b,8.105
WK5,5,20,WK5_20,IMG_7290_2,H,31.201
WK5,5,20,WK5_20,IMG_7290_2,S,77.805
WK5,5,20,WK5_20,IMG_7290_2,B,103.951
WK5,5,20,WK5_20,IMG_7290_2,L,40.366
WK5,5,20,WK5_20,IMG_7290_2,a,-0.06
WK5,5,20,WK5_20,IMG_7290_2,b,13.001
WK5,5,20,WK5_20,IMG_7292_1,H,42.543
WK5,5,20,WK5_20,IMG_7292_1,S,68.257
WK5,5,20,WK5_20,IMG_7292_1,B,98.174
WK5,5,20,WK5_20,IMG_7292_1,L,39.949
WK5,5,20,WK5_20,IMG_7292_1,a,-3.925
WK5,5,20,WK5_20,IMG_7292_1,b,12.848
WK5,5,20,WK5_20,IMG_7292_2,H,43.139
WK5,5,20,WK5_20,IMG_7292_2,S,61.271
WK5,5,20,WK5_20,IMG_7292_2,B,115.822
WK5,5,20,WK5_20,IMG_7292_2,L,46.352
WK5,5,20,WK5_20,IMG_7292_2,a,-3.197
WK5,5,20,WK5_20,IMG_7292_2,b,12.578
WK5,5,20,WK5_20,IMG_7296_1,H,34.05
WK5,5,20,WK5_20,IMG_7296_1,S,52.643
WK5,5,20,WK5_20,IMG_7296_1,B,111.309
WK5,5,20,WK5_20,IMG_7296_1,L,44.474
WK5,5,20,WK5_20,IMG_7296_1,a,-1.069
WK5,5,20,WK5_20,IMG_7296_1,b,9.75
WK5,5,20,WK5_20,IMG_7296_2,H,26.391
WK5,5,20,WK5_20,IMG_7296_2,S,67.047
WK5,5,20,WK5_20,IMG_7296_2,B,117.302
WK5,5,20,WK5_20,IMG_7296_2,L,45.091
WK5,5,20,WK5_20,IMG_7296_2,a,1.432
WK5,5,20,WK5_20,IMG_7296_2,b,11.68
WK5,5,18,WK5_18,IMG_7169,H,30.884
WK5,5,18,WK5_18,IMG_7169,S,73.015
WK5,5,18,WK5_18,IMG_7169,B,102.971
WK5,5,18,WK5_18,IMG_7169,L,40.11
WK5,5,18,WK5_18,IMG_7169,a,0.004
WK5,5,18,WK5_18,IMG_7169,b,11.9
WK5,5,18,WK5_18,IMG_7170,H,43.698
WK5,5,18,WK5_18,IMG_7170,S,58.418
WK5,5,18,WK5_18,IMG_7170,B,115.647
WK5,5,18,WK5_18,IMG_7170,L,46.405
WK5,5,18,WK5_18,IMG_7170,a,-2.781
WK5,5,18,WK5_18,IMG_7170,b,11.022
WK5,5,18,WK5_18,IMG_7171,H,33.806
WK5,5,18,WK5_18,IMG_7171,S,65.231
WK5,5,18,WK5_18,IMG_7171,B,118.302
WK5,5,18,WK5_18,IMG_7171,L,46.554
WK5,5,18,WK5_18,IMG_7171,a,-0.621
WK5,5,18,WK5_18,IMG_7171,b,12.275
WK5,5,18,WK5_18,IMG_7172,H,43.404
WK5,5,18,WK5_18,IMG_7172,S,50.904
WK5,5,18,WK5_18,IMG_7172,B,110.117
WK5,5,18,WK5_18,IMG_7172,L,44.746
WK5,5,18,WK5_18,IMG_7172,a,-3.271
WK5,5,18,WK5_18,IMG_7172,b,10.163
WK5,5,18,WK5_18,IMG_7173,H,37
WK5,5,18,WK5_18,IMG_7173,S,52.706
WK5,5,18,WK5_18,IMG_7173,B,105.831
WK5,5,18,WK5_18,IMG_7173,L,42.463
WK5,5,18,WK5_18,IMG_7173,a,-1.173
WK5,5,18,WK5_18,IMG_7173,b,9.193
WK5,5,18,WK5_18,IMG_7174,H,44.806
WK5,5,18,WK5_18,IMG_7174,S,57.928
WK5,5,18,WK5_18,IMG_7174,B,106.546
WK5,5,18,WK5_18,IMG_7174,L,42.843
WK5,5,18,WK5_18,IMG_7174,a,-3.38
WK5,5,18,WK5_18,IMG_7174,b,10.523
WK5,5,18,WK5_18,IMG_7175,H,39.491
WK5,5,18,WK5_18,IMG_7175,S,62.765
WK5,5,18,WK5_18,IMG_7175,B,103.773
WK5,5,18,WK5_18,IMG_7175,L,41.746
WK5,5,18,WK5_18,IMG_7175,a,-2.737
WK5,5,18,WK5_18,IMG_7175,b,11.252
WK5,5,18,WK5_18,IMG_7177,H,42.115
WK5,5,18,WK5_18,IMG_7177,S,62.713
WK5,5,18,WK5_18,IMG_7177,B,107.258
WK5,5,18,WK5_18,IMG_7177,L,43.164
WK5,5,18,WK5_18,IMG_7177,a,-3.456
WK5,5,18,WK5_18,IMG_7177,b,12.077
WK5,5,18,WK5_18,IMG_7178,H,31.671
WK5,5,18,WK5_18,IMG_7178,S,73.663
WK5,5,18,WK5_18,IMG_7178,B,106.06
WK5,5,18,WK5_18,IMG_7178,L,41.58
WK5,5,18,WK5_18,IMG_7178,a,-0.518
WK5,5,18,WK5_18,IMG_7178,b,12.908
YLB,0,25,YLB_25,IMG_7181,H,28.093
YLB,0,25,YLB_25,IMG_7181,S,54.318
YLB,0,25,YLB_25,IMG_7181,B,137.475
YLB,0,25,YLB_25,IMG_7181,L,53.405
YLB,0,25,YLB_25,IMG_7181,a,1.112
YLB,0,25,YLB_25,IMG_7181,b,11.07
YLB,0,25,YLB_25,IMG_7182,H,28.255
YLB,0,25,YLB_25,IMG_7182,S,59.124
YLB,0,25,YLB_25,IMG_7182,B,137.94
YLB,0,25,YLB_25,IMG_7182,L,53.127
YLB,0,25,YLB_25,IMG_7182,a,1.593
YLB,0,25,YLB_25,IMG_7182,b,11.867
YLB,0,25,YLB_25,IMG_7183,H,26.733
YLB,0,25,YLB_25,IMG_7183,S,60.972
YLB,0,25,YLB_25,IMG_7183,B,135.458
YLB,0,25,YLB_25,IMG_7183,L,51.949
YLB,0,25,YLB_25,IMG_7183,a,2.03
YLB,0,25,YLB_25,IMG_7183,b,11.576
YLB,0,25,YLB_25,IMG_7185,H,43.895
YLB,0,25,YLB_25,IMG_7185,S,51.16
YLB,0,25,YLB_25,IMG_7185,B,108.994
YLB,0,25,YLB_25,IMG_7185,L,44.026
YLB,0,25,YLB_25,IMG_7185,a,-2.892
YLB,0,25,YLB_25,IMG_7185,b,9.776
YLB,0,25,YLB_25,IMG_7186,H,36.988
YLB,0,25,YLB_25,IMG_7186,S,53.649
YLB,0,25,YLB_25,IMG_7186,B,121.162
YLB,0,25,YLB_25,IMG_7186,L,48.102
YLB,0,25,YLB_25,IMG_7186,a,-1.035
YLB,0,25,YLB_25,IMG_7186,b,10.329
YLB,0,25,YLB_25,IMG_7187,H,39.375
YLB,0,25,YLB_25,IMG_7187,S,53.462
YLB,0,25,YLB_25,IMG_7187,B,132.487
YLB,0,25,YLB_25,IMG_7187,L,52.351
YLB,0,25,YLB_25,IMG_7187,a,-1.348
YLB,0,25,YLB_25,IMG_7187,b,11.611
YLB,0,20,YLB_20,IMG_7237_1,H,29.189
YLB,0,20,YLB_20,IMG_7237_1,S,56.143
YLB,0,20,YLB_20,IMG_7237_1,B,127.986
YLB,0,20,YLB_20,IMG_7237_1,L,49.99
YLB,0,20,YLB_20,IMG_7237_1,a,0.72
YLB,0,20,YLB_20,IMG_7237_1,b,10.797
YLB,0,20,YLB_20,IMG_7237_2,H,36.802
YLB,0,20,YLB_20,IMG_7237_2,S,57.586
YLB,0,20,YLB_20,IMG_7237_2,B,120.031
YLB,0,20,YLB_20,IMG_7237_2,L,47.993
YLB,0,20,YLB_20,IMG_7237_2,a,-1.808
YLB,0,20,YLB_20,IMG_7237_2,b,11.662
YLB,0,20,YLB_20,IMG_7239_1,H,33.878
YLB,0,20,YLB_20,IMG_7239_1,S,61.908
YLB,0,20,YLB_20,IMG_7239_1,B,114.879
YLB,0,20,YLB_20,IMG_7239_1,L,45.635
YLB,0,20,YLB_20,IMG_7239_1,a,-1.138
YLB,0,20,YLB_20,IMG_7239_1,b,11.945
YLB,0,20,YLB_20,IMG_7239_2,H,53.826
YLB,0,20,YLB_20,IMG_7239_2,S,62.55
YLB,0,20,YLB_20,IMG_7239_2,B,91.825
YLB,0,20,YLB_20,IMG_7239_2,L,36.734
YLB,0,20,YLB_20,IMG_7239_2,a,-5.28
YLB,0,20,YLB_20,IMG_7239_2,b,9.955
YLB,0,20,YLB_20,IMG_7242_1,H,30.43
YLB,0,20,YLB_20,IMG_7242_1,S,57.232
YLB,0,20,YLB_20,IMG_7242_1,B,144.068
YLB,0,20,YLB_20,IMG_7242_1,L,55.556
YLB,0,20,YLB_20,IMG_7242_1,a,1.447
YLB,0,20,YLB_20,IMG_7242_1,b,11.729
YLB,0,20,YLB_20,IMG_7242_2,H,35.601
YLB,0,20,YLB_20,IMG_7242_2,S,67.94
YLB,0,20,YLB_20,IMG_7242_2,B,116.034
YLB,0,20,YLB_20,IMG_7242_2,L,45.836
YLB,0,20,YLB_20,IMG_7242_2,a,-1.478
YLB,0,20,YLB_20,IMG_7242_2,b,12.753
YLB,0,18,YLB_18,IMG_7114,H,30.9
YLB,0,18,YLB_18,IMG_7114,S,60.713
YLB,0,18,YLB_18,IMG_7114,B,106.673
YLB,0,18,YLB_18,IMG_7114,L,42.03
YLB,0,18,YLB_18,IMG_7114,a,0.047
YLB,0,18,YLB_18,IMG_7114,b,9.995
YLB,0,18,YLB_18,IMG_7115,H,37.976
YLB,0,18,YLB_18,IMG_7115,S,65.946
YLB,0,18,YLB_18,IMG_7115,B,99.315
YLB,0,18,YLB_18,IMG_7115,L,39.8
YLB,0,18,YLB_18,IMG_7115,a,-2.261
YLB,0,18,YLB_18,IMG_7115,b,11.565
YLB,0,18,YLB_18,IMG_7116,H,47.158
YLB,0,18,YLB_18,IMG_7116,S,56.48
YLB,0,18,YLB_18,IMG_7116,B,94.553
YLB,0,18,YLB_18,IMG_7116,L,38.134
YLB,0,18,YLB_18,IMG_7116,a,-3.404
YLB,0,18,YLB_18,IMG_7116,b,8.861
YLB,0,18,YLB_18,IMG_7117,H,38.793
YLB,0,18,YLB_18,IMG_7117,S,59.648
YLB,0,18,YLB_18,IMG_7117,B,98.269
YLB,0,18,YLB_18,IMG_7117,L,39.21
YLB,0,18,YLB_18,IMG_7117,a,-1.447
YLB,0,18,YLB_18,IMG_7117,b,9.657
YLB,0,18,YLB_18,IMG_7119,H,30.964
YLB,0,18,YLB_18,IMG_7119,S,58.627
YLB,0,18,YLB_18,IMG_7119,B,109.187
YLB,0,18,YLB_18,IMG_7119,L,43.025
YLB,0,18,YLB_18,IMG_7119,a,0.114
YLB,0,18,YLB_18,IMG_7119,b,10.011
YLB,0,18,YLB_18,IMG_7120,H,44.197
YLB,0,18,YLB_18,IMG_7120,S,60.794
YLB,0,18,YLB_18,IMG_7120,B,105.873
YLB,0,18,YLB_18,IMG_7120,L,41.852
YLB,0,18,YLB_18,IMG_7120,a,-2.552
YLB,0,18,YLB_18,IMG_7120,b,9.767
YLB,0,18,YLB_18,IMG_7121,H,47.292
YLB,0,18,YLB_18,IMG_7121,S,52.866
YLB,0,18,YLB_18,IMG_7121,B,111.61
YLB,0,18,YLB_18,IMG_7121,L,45.147
YLB,0,18,YLB_18,IMG_7121,a,-3.842
YLB,0,18,YLB_18,IMG_7121,b,10.262
YLB,0,18,YLB_18,IMG_7122,H,53.733
YLB,0,18,YLB_18,IMG_7122,S,46.563
YLB,0,18,YLB_18,IMG_7122,B,93.644
YLB,0,18,YLB_18,IMG_7122,L,38.108
YLB,0,18,YLB_18,IMG_7122,a,-4.263
YLB,0,18,YLB_18,IMG_7122,b,7.368
YLB,0,18,YLB_18,IMG_7123,H,33.164
YLB,0,18,YLB_18,IMG_7123,S,58.951
YLB,0,18,YLB_18,IMG_7123,B,114.537
YLB,0,18,YLB_18,IMG_7123,L,45.459
YLB,0,18,YLB_18,IMG_7123,a,-0.779
YLB,0,18,YLB_18,IMG_7123,b,10.88
